shared,SOG_ID,OG_ID,V.destructor,V.jacobsoni,T.mercedesae,M.occidentalis,I.scapularis,T.urticae,AncestralClade,GOTerms
6,AJVI,AJVI-0001,LOC111249529,LOC111271829,maker-scaffold0000031151-augustus-gene-0*48-mRNA-1,LOC100908020,IscW_ISCW000951,LOC107369009,ROOT,GO:0006123;GO:0004129;GO:0005751;GO:0005747;GO:0070062;GO:0032403;GO:0008137
6,AESW,AESW-0002,LOC111249530,LOC111261351,maker-scaffold0000007583-augustus-gene-0*68-mRNA-1,LOC100899114,IscW_ISCW010324,LOC107366173,ROOT,GO:0046983
6,ADIZ,ADIZ-0001,LOC111249536,LOC111265408,augustus-scaffold0000002194-processed-gene-0*14-mRNA-1,LOC100904055,IscW_ISCW009345,LOC107368363,ROOT,GO:0005515
6,AEPL,AEPL-0001,LOC111249538,LOC111269336,maker-scaffold0000002194-augustus-gene-0*34-mRNA-1,LOC100904206,IscW_ISCW023171,LOC107363242,ROOT,GO:0006516;GO:0005737
6,ARYJ,ARYJ-0001,LOC111249539,LOC111265410,genemark-scaffold0000002194-processed-gene-0*5-mRNA-1,LOC100903632,IscW_ISCW017644,LOC107360479,ROOT,GO:0003676
6,AFXT,AFXT-0001,LOC111249540,LOC111265414,maker-scaffold0000002194-augustus-gene-0*37-mRNA-1,LOC100905497,IscW_ISCW019417,LOC107359938,ROOT,GO:0005840;GO:0003735;GO:0006412
6,ABCD,ABCD-0018,LOC111249549,LOC111272297,genemark-scaffold0000000049-processed-gene-0*2-mRNA-1,LOC100900642,IscW_ISCW010999,LOC107365212,ROOT,GO:0006508;GO:0004252
6,ACXR,ACXR-0001,LOC111249560,LOC111269266,maker-scaffold0000008178-augustus-gene-0*16-mRNA-1,LOC100905980,IscW_ISCW020328,LOC107365153,ROOT,GO:0098588;GO:0044446;GO:0031410;GO:0016722;GO:0012505;GO:0098805;GO:0005488;GO:0043231
6,ABGY,ABGY-0004,LOC111249563,LOC111261501,maker-scaffold0000001029-augustus-gene-0*26-mRNA-1,LOC100902544,IscW_ISCW022258,LOC107368490,ROOT,GO:0003333;GO:0015171;GO:0016020
6,AIEW,AIEW-0001,LOC111249571,LOC111262902,maker-scaffold0000010768-augustus-gene-0*40-mRNA-1,LOC100899843,IscW_ISCW018465,LOC107359226,ROOT,GO:0016570;GO:0006368;GO:0016593;GO:0003677
6,ADUP,ADUP-0002,LOC111249578,LOC111268316,maker-scaffold0000011514-augustus-gene-0*26-mRNA-1,LOC100908639,IscW_ISCW019790,LOC107359078,ROOT,GO:0005515;GO:0004674
6,AJEO,AJEO-0001,LOC111249583,LOC111272274,augustus-scaffold0000009058-processed-gene-0*36-mRNA-1,LOC100898511,IscW_ISCW016573,LOC107368011,ROOT,GO:0046983
6,AEZD,AEZD-0001,LOC111249585,LOC111261345,maker-scaffold0000007583-augustus-gene-0*71-mRNA-1,LOC100899257,IscW_ISCW009476,LOC107366013,ROOT,GO:0016021;GO:0017176;GO:0006506
6,ABCP,ABCP-0013,LOC111249590,LOC111266990,augustus-scaffold0000007218-processed-gene-0*16-mRNA-1,LOC100904237,IscW_ISCW015228,LOC107368791,ROOT,GO:0016021
6,AFIY,AFIY-0001,LOC111249591,LOC111259724,genemark-scaffold0000001630-processed-gene-0*6-mRNA-1,LOC100903263,IscW_ISCW008663,LOC107368010,ROOT,GO:0030141;GO:0007218
6,AHVR,AHVR-0001,LOC111249592,LOC111265092,genemark-scaffold0000028613-processed-gene-0*9-mRNA-1,LOC100905867,IscW_ISCW005418,LOC107371696,ROOT,NA
6,ACEB,ACEB-0001,LOC111249597,LOC111273965,genemark-scaffold0000031795-processed-gene-0*14-mRNA-1,LOC100899671,IscW_ISCW001349,LOC107360664,ROOT,GO:0005634;GO:0007049
6,AHQB,AHQB-0001,LOC111249602,LOC111262278,maker-scaffold0000004006-augustus-gene-0*42-mRNA-1,LOC100903162,IscW_ISCW020178,LOC107364787,ROOT,GO:0072546
6,AJFS,AJFS-0001,LOC111249603,LOC111261098,augustus-scaffold0000029148-processed-gene-0*36-mRNA-1,LOC100897803,IscW_ISCW009577,LOC107362397,ROOT,GO:0006886;GO:0017119
6,AGFN,AGFN-0001,LOC111249604,LOC111261103,maker-scaffold0000029148-augustus-gene-0*45-mRNA-1,LOC100905070,IscW_ISCW003308,LOC107363089,ROOT,GO:0052855
6,ABLM,ABLM-0004,LOC111249605,LOC111272625,augustus-scaffold0000005300-processed-gene-0*6-mRNA-1,LOC100901362,IscW_ISCW017749,LOC107364956,ROOT,GO:0003677;GO:0006355
6,AIHR,AIHR-0001,LOC111249607,LOC111262180,maker-scaffold0000000689-augustus-gene-0*10-mRNA-1,LOC100901409,IscW_ISCW017661,LOC107364013,ROOT,GO:0006468;GO:0005524;GO:0004672;GO:0005515
6,AGRU,AGRU-0001,LOC111249610,LOC111270576,maker-scaffold0000011108-augustus-gene-0*17-mRNA-1,LOC100908658,IscW_ISCW016465,LOC107366855,ROOT,GO:0030054;GO:0016740;GO:0044425;GO:0019899;GO:0051239;GO:0008152;GO:0030017;GO:0007411;GO:0051716;GO:0003012;GO:0030239;GO:0008092;GO:0007507;GO:0032879;GO:0048522;GO:0009887;GO:0120025;GO:0005886;GO:0044421
6,ABEI,ABEI-0011,LOC111249611,LOC111258583,genemark-scaffold0000004275-processed-gene-0*10-mRNA-1,LOC100904555,IscW_ISCW018243,LOC107363551,ROOT,GO:0043565;GO:0003700;GO:0006355
6,ABCG,ABCG-0007,LOC111249612,LOC111267738,maker-scaffold0000012951-augustus-gene-0*31-mRNA-1,LOC100906840,IscW_ISCW007270,LOC107360423,ROOT,GO:0042302
6,ABLM,ABLM-0001,LOC111249614,LOC111259245,maker-scaffold0000024440-augustus-gene-0*8-mRNA-1,LOC100898204,IscW_ISCW012614,LOC107360711,ROOT,GO:0005634;GO:0043565;GO:0006355
6,ACPS,ACPS-0002,LOC111249618,LOC111266951,genemark-scaffold0000005226-processed-gene-0*4-mRNA-1,LOC100907859,IscW_ISCW016595,LOC107363586,ROOT,GO:0004013;GO:0006730
6,AIFB,AIFB-0001,LOC111249619,LOC111270577,maker-scaffold0000004345-augustus-gene-0*7-mRNA-1,LOC100908799,IscW_ISCW004144,LOC107368014,ROOT,GO:0005515
6,AHNQ,AHNQ-0001,LOC111249623,LOC111265743,maker-scaffold0000024991-augustus-gene-0*47-mRNA-1,LOC100899521,IscW_ISCW012531,LOC107365560,ROOT,GO:0003677
6,AIYC,AIYC-0001,LOC111249624,LOC111265744,genemark-scaffold0000020161-processed-gene-0*6-mRNA-1,LOC100899627,IscW_ISCW005127,LOC107363595,ROOT,GO:0006915;GO:0044425;GO:0031984;GO:0005783;GO:0006810;GO:0006996;GO:0005515
6,ABCJ,ABCJ-0026,LOC111249625,LOC111262282,maker-scaffold0000024623-augustus-gene-0*46-mRNA-1,LOC100907653,IscW_ISCW019605,LOC107365419,ROOT,GO:0003924;GO:0005525
6,ADIO,ADIO-0001,LOC111249627,LOC111266136,maker-scaffold0000024529-augustus-gene-0*55-mRNA-1,LOC100906564,IscW_ISCW015661,LOC107364846,ROOT,GO:0003924;GO:0007165;GO:0005525
6,AGPB,AGPB-0001,LOC111249628,LOC111260996,maker-scaffold0000032320-augustus-gene-0*53-mRNA-1,LOC100906145,IscW_ISCW007521,LOC107364593,ROOT,GO:0003723;GO:0000178
6,AIPN,AIPN-0001,LOC111249629,LOC111271042,augustus-scaffold0000010848-processed-gene-0*27-mRNA-1,LOC100903329,IscW_ISCW007494,LOC107365485,ROOT,GO:0051536;GO:0008080
6,AIPM,AIPM-0001,LOC111249630,LOC111266138,maker-scaffold0000024529-augustus-gene-0*54-mRNA-1,LOC108864597,IscW_ISCW011916,LOC107365229,ROOT,GO:0019904
6,AIPO,AIPO-0001,LOC111249631,LOC111271041,maker-scaffold0000010848-augustus-gene-0*73-mRNA-1,LOC100903473,IscW_ISCW001091,LOC107365502,ROOT,GO:0040007;GO:0031413;GO:0007601;GO:0050881;GO:0070584;GO:0019216;GO:0050905;GO:0007626;GO:0005739
6,AEQW,AEQW-0001,LOC111249632,LOC111267834,maker-scaffold0000002099-augustus-gene-0*23-mRNA-1,LOC100906138,IscW_ISCW008840,LOC107360598,ROOT,GO:0005515
6,ADLF,ADLF-0001,LOC111249639,LOC111265737,maker-scaffold0000018617-augustus-gene-0*13-mRNA-1,LOC100898537,IscW_ISCW019534,LOC107367923,ROOT,GO:0003690;GO:0016363;GO:0006260;GO:0006974;GO:0003723;GO:0046872;GO:0035874;GO:0006397;GO:0006479;GO:0016607;GO:0048638;GO:0043234;GO:0005515
6,ADQL,ADQL-0001,LOC111249641,LOC111267830,maker-scaffold0000025557-augustus-gene-0*28-mRNA-1,LOC100902567,IscW_ISCW020050,LOC107361187,ROOT,GO:0016787;GO:0008152
6,AIXZ,AIXZ-0001,LOC111249646,LOC111268000,maker-scaffold0000025896-augustus-gene-0*18-mRNA-1,LOC100897653,IscW_ISCW009787,LOC107364137,ROOT,GO:0033588;GO:0002098
6,AIXR,AIXR-0001,LOC111249648,LOC111263358,maker-scaffold0000006809-exonerate_protein2genome-gene-0*4-mRNA-1,LOC100906031,IscW_ISCW022914,LOC107363074,ROOT,GO:0003677;GO:0006355
6,ABFJ,ABFJ-0009,LOC111249651,LOC111263589,augustus-scaffold0000019828-processed-gene-0*10-mRNA-1,LOC100900216,IscW_ISCW016462,LOC107369015,ROOT,GO:0045494;GO:0042572;GO:0060342;GO:0004745;GO:0005743;GO:0042574;GO:0007601;GO:0009644;GO:0005789;GO:0005515;GO:0042462;GO:0010842;GO:0048523;GO:2001238;GO:0005634;GO:0006357;GO:0052650;GO:0042622;GO:0006874;GO:0009528;GO:0016062;GO:0009941
6,ABQE,ABQE-0001,LOC111249657,LOC111269833,maker-scaffold0000021014-augustus-gene-0*75-mRNA-1,LOC100897883,IscW_ISCW000608,LOC107366935,ROOT,GO:0008080
6,ASDN,ASDN-0001,LOC111249665,LOC111262887,genemark-scaffold0000010531-processed-gene-0*14-mRNA-1,LOC100906390,IscW_ISCW022035,LOC107364047,ROOT,GO:0009653;GO:0050794;GO:0050896;GO:0007399
6,AHRS,AHRS-0001,LOC111249666,LOC111265855,maker-scaffold0000017242-augustus-gene-0*32-mRNA-1,LOC100900163,IscW_ISCW016195,LOC107364885,ROOT,GO:0007155;GO:0006508;GO:0004222;GO:0016020
6,ABCZ,ABCZ-0014,LOC111249668,LOC111262890,maker-scaffold0000010531-augustus-gene-0*50-mRNA-1,LOC100903246,IscW_ISCW020951,LOC107369444,ROOT,GO:0036402;GO:0005524;GO:0030163;GO:0005737
6,AHLR,AHLR-0001,LOC111249669,LOC111265856,maker-scaffold0000016067-augustus-gene-0*17-mRNA-1,LOC108863906,IscW_ISCW017297,LOC107359726,ROOT,GO:0030154;GO:0044425;GO:0098588;GO:0044446;GO:0031410;GO:0016409;GO:0051716;GO:0012505;GO:0030900;GO:0044267;GO:0043231
6,ABEL,ABEL-0008,LOC111249671,LOC111265858,genemark-scaffold0000010843-processed-gene-0*7-mRNA-1,LOC100903677,IscW_ISCW020633,LOC107359230,ROOT,GO:0006457;GO:0051082
6,AEQZ,AEQZ-0001,LOC111249672,LOC111262891,maker-scaffold0000001462-augustus-gene-0*3-mRNA-1,LOC100903534,IscW_ISCW008170,LOC107359868,ROOT,GO:0046579;GO:0070374;GO:0019899
6,ADIM,ADIM-0001,LOC111249674,LOC111262893,maker-scaffold0000012007-augustus-gene-0*8-mRNA-1,LOC100903390,IscW_ISCW018532,LOC107369142,ROOT,GO:0004864;GO:0009966;GO:0043666
6,AIXG,AIXG-0001,LOC111249676,LOC111261009,maker-scaffold0000001496-augustus-gene-0*26-mRNA-1,LOC100903575,IscW_ISCW014737,LOC107364230,ROOT,GO:0048513;GO:0018345;GO:0016409;GO:0005783;GO:0016020;GO:0005794;GO:0005515
6,AGFX,AGFX-0001,LOC111249677,LOC111261010,genemark-scaffold0000001496-processed-gene-0*11-mRNA-1,LOC108864866,IscW_ISCW014736,LOC107370087,ROOT,GO:0006508;GO:0008234
6,ABHK,ABHK-0002,LOC111249678,LOC111265960,maker-scaffold0000010889-augustus-gene-0*34-mRNA-1,LOC100905251,IscW_ISCW008769,LOC107368627,ROOT,GO:0005524;GO:0004672;GO:0006468
6,AHVQ,AHVQ-0001,LOC111249679,LOC111265088,maker-scaffold0000028613-augustus-gene-0*63-mRNA-1,LOC100905723,IscW_ISCW006144,LOC107359743,ROOT,GO:0032039;GO:0004888;GO:0034472;GO:0042795;GO:0015629;GO:0005515
6,AEOR,AEOR-0001,LOC111249680,LOC111261105,maker-scaffold0000029148-augustus-gene-0*47-mRNA-1,LOC100905212,IscW_ISCW002953,LOC107363482,ROOT,GO:0005829;GO:0042417;GO:0019321;GO:0042428;GO:0042415;GO:0006729;GO:0010033;GO:0006558;GO:0005654;GO:0019889;GO:0016020;GO:0040014;GO:0042803;GO:0006809;GO:0050882;GO:0004757;GO:0048667;GO:0005739;GO:0006629
6,ABKR,ABKR-0003,LOC111249681,LOC111272502,maker-scaffold0000009941-augustus-gene-0*10-mRNA-1,LOC100909276,IscW_ISCW014247,LOC107361324,ROOT,NA
6,AIDV,AIDV-0001,LOC111249683,LOC111265586,maker-scaffold0000005176-augustus-gene-0*6-mRNA-1,LOC100904515,IscW_ISCW010822,LOC107366934,ROOT,GO:0050750;GO:0005783;GO:0008201
6,AHIS,AHIS-0001,LOC111249684,LOC111268989,augustus-scaffold0000026990-processed-gene-0*10-mRNA-1,LOC108863790,IscW_ISCW000355,LOC107360379,ROOT,GO:0005773;GO:0006914;GO:0005515
6,AECX,AECX-0001,LOC111249696,LOC111269078,augustus-scaffold0000001357-processed-gene-0*6-mRNA-1,LOC100899548,IscW_ISCW021970,LOC107370590,ROOT,GO:0016021;GO:0120053;GO:0005654;GO:0035269;GO:0005794
6,ADGE,ADGE-0001,LOC111249699,LOC111261876,maker-scaffold0000010700-augustus-gene-0*22-mRNA-1,LOC100907467,IscW_ISCW011384,LOC107360656,ROOT,GO:0003727;GO:0006417;GO:0003723
6,ABLJ,ABLJ-0001,LOC111249702,LOC111265927,maker-scaffold0000028951-augustus-gene-0*28-mRNA-1,LOC100904569,IscW_ISCW017063,LOC107366829,ROOT,GO:0030097;GO:0061629;GO:0045662;GO:0008307;GO:0051219;GO:0051393;GO:0010831;GO:0045214;GO:1903920;GO:0005938;GO:0055003;GO:0005654;GO:0033365;GO:0060048;GO:0035995;GO:0090175;GO:0001725;GO:0045944;GO:0003300;GO:0005925;GO:0008284;GO:0030018;GO:0001974;GO:0031252;GO:0043426;GO:0002026;GO:0045663;GO:0007519;GO:0051091;GO:1903919;GO:0042802;GO:0031433;GO:0008270;GO:0006874;GO:0044421
6,ABIE,ABIE-0002,LOC111249706,LOC111269357,maker-scaffold0000003257-augustus-gene-0*35-mRNA-1,LOC100904247,IscW_ISCW016699,LOC107368509,ROOT,GO:0004725;GO:0006470;GO:0005515
6,ABCL,ABCL-0021,LOC111249709,LOC111263941,maker-scaffold0000019630-augustus-gene-0*133-mRNA-1,LOC100903462,IscW_ISCW019189,LOC107365958,ROOT,GO:0005524;GO:0004672;GO:0006468
6,AIOK,AIOK-0001,LOC111249713,LOC111266952,augustus-scaffold0000012498-processed-gene-0*16-mRNA-1,LOC100907996,IscW_ISCW008879,LOC107369152,ROOT,GO:0005654;GO:0005515
6,AHST,AHST-0001,LOC111249714,LOC111259528,genemark-scaffold0000002646-processed-gene-0*18-mRNA-1,LOC100905911,IscW_ISCW022186,LOC107360709,ROOT,GO:0006734;GO:0005829;GO:0005929;GO:0005654;GO:0006739;GO:0042803;GO:0051289;GO:0005759;GO:0070062;GO:0044297;GO:0052857;GO:0052856
6,ABPU,ABPU-0001,LOC111249717,LOC111260815,maker-scaffold0000001783-augustus-gene-0*8-mRNA-1,LOC100907218,IscW_ISCW008125,LOC107359394,ROOT,GO:0043547;GO:0007049;GO:0005096
6,AIYF,AIYF-0001,LOC111249722,LOC111264312,augustus-scaffold0000014206-processed-gene-0*46-mRNA-1,LOC100905889,IscW_ISCW020877,LOC107367827,ROOT,GO:0055114;GO:0016491
6,ADWJ,ADWJ-0001,LOC111249723,LOC111267840,maker-scaffold0000001625-augustus-gene-0*46-mRNA-1,LOC100903576,IscW_ISCW009113,LOC107366200,ROOT,GO:0003924;GO:0008312;GO:0006614;GO:0005525;GO:0048500
6,ABNM,ABNM-0001,LOC111249725,LOC111260816,maker-scaffold0000001535-augustus-gene-0*31-mRNA-1,LOC100901447,IscW_ISCW003705,LOC107365681,ROOT,GO:0006260;GO:0003677
6,AFJZ,AFJZ-0001,LOC111249740,LOC111265866,maker-scaffold0000004606-augustus-gene-0*12-mRNA-1,LOC100897387,IscW_ISCW008180,LOC107367127,ROOT,GO:0003677;GO:0006383;GO:0000126;GO:0001026
6,ABLH,ABLH-0004,LOC111249743,LOC111265840,maker-scaffold0000012383-augustus-gene-0*41-mRNA-1,LOC100901070,IscW_ISCW024633,LOC107371603,ROOT,GO:0032456;GO:0005525;GO:0005509;GO:0005515
6,AHRX,AHRX-0001,LOC111249744,LOC111265864,augustus-scaffold0000024333-processed-gene-0*11-mRNA-1,LOC100897681,IscW_ISCW008801,LOC107364521,ROOT,GO:0000184
6,ABCT,ABCT-0015,LOC111249745,LOC111265847,maker-scaffold0000024333-augustus-gene-0*36-mRNA-1,LOC100905765,IscW_ISCW021966,LOC107371307,ROOT,GO:0005524;GO:0004707;GO:0006468
6,AHRY,AHRY-0001,LOC111249746,LOC111265848,augustus-scaffold0000024333-processed-gene-0*10-mRNA-1,LOC100905910,IscW_ISCW015644,LOC107366875,ROOT,GO:0005515
6,ABTU,ABTU-0002,LOC111249750,LOC111260396,maker-scaffold0000004549-augustus-gene-0*16-mRNA-1,LOC100901168,IscW_ISCW014208,LOC107359988,ROOT,GO:0033897;GO:0003723
6,ADFI,ADFI-0001,LOC111249756,LOC111267384,maker-scaffold0000024113-augustus-gene-0*17-mRNA-1,LOC100908511,IscW_ISCW001458,LOC107360295,ROOT,GO:0005515
6,ACGO,ACGO-0001,LOC111249760,LOC111265588,augustus-scaffold0000020004-processed-gene-0*19-mRNA-1,LOC100904663,IscW_ISCW004037,LOC107365628,ROOT,GO:0016021
6,ADGF,ADGF-0002,LOC111249761,LOC111259571,maker-scaffold0000010041-augustus-gene-0*14-mRNA-1,LOC100897784,IscW_ISCW019034,LOC107368802,ROOT,GO:0000209;GO:0003676;GO:0005829;GO:0043232;GO:0012505;GO:0016020;GO:0001824;GO:0016569;GO:0032259;GO:0061630;GO:0010468;GO:0044451;GO:2001243;GO:0005515
6,AHLJ,AHLJ-0001,LOC111249764,LOC111271491,genemark-scaffold0000006626-processed-gene-0*14-mRNA-1,LOC100897438,IscW_ISCW013475,LOC107365142,ROOT,GO:0007160
6,AGDO,AGDO-0001,LOC111249767,LOC111264664,genemark-scaffold0000017671-processed-gene-0*3-mRNA-1,LOC100907155,IscW_ISCW006418,LOC107360579,ROOT,GO:0016021;GO:0007186;GO:0004930
6,ADZW,ADZW-0001,LOC111249768,LOC111263784,maker-scaffold0000001297-augustus-gene-0*13-mRNA-1,LOC100900827,IscW_ISCW010888,LOC107361216,ROOT,GO:0016021;GO:0007186;GO:0004930
6,ABFU,ABFU-0006,LOC111249773,LOC111270880,maker-scaffold0000011905-augustus-gene-0*20-mRNA-1,LOC100898813,IscW_ISCW017035,LOC107371431,ROOT,GO:0004725;GO:0006470
6,ACVO,ACVO-0001,LOC111249775,LOC111260224,maker-scaffold0000031977-augustus-gene-0*25-mRNA-1,LOC100909350,IscW_ISCW018956,LOC107361137,ROOT,GO:0016021;GO:0051205
6,ABDW,ABDW-0007,LOC111249776,LOC111271495,maker-scaffold0000033704-augustus-gene-0*15-mRNA-1,LOC108863659,IscW_ISCW013626,LOC107363785,ROOT,GO:0016021;GO:0005328;GO:0006836
6,AIEX,AIEX-0001,LOC111249778,LOC111265874,maker-scaffold0000000722-augustus-gene-0*24-mRNA-1,LOC100901779,IscW_ISCW004923,LOC107366737,ROOT,GO:0016021;GO:0008250;GO:0004579;GO:0018279;GO:0005515
6,ABEU,ABEU-0005,LOC111249779,LOC111261254,maker-scaffold0000000028-augustus-gene-0*12-mRNA-1,LOC100899496,IscW_ISCW017072,LOC107365454,ROOT,GO:0008270;GO:0004842;GO:0005515
6,ACDB,ACDB-0001,LOC111249782,LOC111266499,augustus-scaffold0000001922-processed-gene-0*13-mRNA-1,LOC100897791,IscW_ISCW016713,LOC107362810,ROOT,GO:0004488;GO:0055114
6,AIJB,AIJB-0001,LOC111249783,LOC111261255,maker-scaffold0000007255-exonerate_est2genome-gene-0*0-mRNA-1,LOC100906075,IscW_ISCW006339,LOC107368875,ROOT,GO:0035091
6,ADVE,ADVE-0001,LOC111249787,LOC111263325,augustus-scaffold0000020718-processed-gene-0*5-mRNA-1,LOC100907693,IscW_ISCW007806,LOC107368376,ROOT,GO:0005515
6,AFDK,AFDK-0001,LOC111249788,LOC111263317,augustus-scaffold0000004908-processed-gene-0*3-mRNA-1,LOC100902726,IscW_ISCW007692,LOC107367544,ROOT,GO:0004843;GO:0005515;GO:0003677;GO:0035522
6,ABQK,ABQK-0003,LOC111249789,LOC111263318,augustus-scaffold0000003096-processed-gene-0*4-mRNA-1,LOC100900709,IscW_ISCW014750,LOC107371524,ROOT,GO:0006508;GO:0004197
6,ADJX,ADJX-0001,LOC111249791,LOC111263319,maker-scaffold0000007065-augustus-gene-0*14-mRNA-1,LOC100905028,IscW_ISCW000440,LOC107369343,ROOT,GO:0003682;GO:0007219;GO:0045892
6,ACZP,ACZP-0001,LOC111249793,LOC111263321,augustus-scaffold0000004908-processed-gene-0*2-mRNA-1,LOC100903965,IscW_ISCW000872,LOC107364524,ROOT,GO:0035091
6,AGTJ,AGTJ-0001,LOC111249794,LOC111263324,maker-scaffold0000006375-augustus-gene-0*12-mRNA-1,LOC100907832,IscW_ISCW020098,LOC107362048,ROOT,GO:0003824
6,ADNW,ADNW-0001,LOC111249796,LOC111264683,maker-scaffold0000002834-augustus-gene-0*6-mRNA-1,LOC100897443,IscW_ISCW022785,LOC107365307,ROOT,GO:0005515
6,AFGR,AFGR-0001,LOC111249797,LOC111259706,maker-scaffold0000003895-augustus-gene-0*72-mRNA-1,LOC100908446,IscW_ISCW017360,LOC107363055,ROOT,GO:0003743
6,AFGS,AFGS-0001,LOC111249798,LOC111259709,maker-scaffold0000003895-augustus-gene-0*75-mRNA-1,LOC100908587,IscW_ISCW017361,LOC107371181,ROOT,GO:0005840;GO:0003735;GO:0006412
6,AIXP,AIXP-0001,LOC111249801,LOC111271483,maker-scaffold0000013004-augustus-gene-0*28-mRNA-1,LOC100905256,IscW_ISCW012031,LOC107372024,ROOT,GO:0003735;GO:0005761;GO:0006412
6,ABFY,ABFY-0006,LOC111249806,LOC111258645,augustus-scaffold0000020473-processed-gene-0*15-mRNA-1,LOC100904962,IscW_ISCW023359,LOC107365627,ROOT,GO:2000726;GO:0045665;GO:0071560;GO:0060164;GO:0021536;GO:0005737;GO:0090263;GO:0001701;GO:2000741;GO:0007601;GO:0005654;GO:0045026;GO:0000902;GO:0021778;GO:0016458;GO:0046982;GO:0040025;GO:2001222;GO:0045944;GO:0009649;GO:0048821;GO:0051246;GO:0000978;GO:0055059;GO:0045586;GO:0044798;GO:0001078;GO:0003682;GO:0016360;GO:0032332;GO:0048664;GO:0048708;GO:0000122;GO:0021953
6,ABMJ,ABMJ-0003,LOC111249810,LOC111266460,augustus-scaffold0000012419-processed-gene-0*4-mRNA-1,LOC100908086,IscW_ISCW020670,LOC107371906,ROOT,GO:0005509
6,ABDS,ABDS-0009,LOC111249813,LOC111266463,maker-scaffold0000020356-augustus-gene-0*40-mRNA-1,LOC108864351,IscW_ISCW020246,LOC107367582,ROOT,GO:0016491
6,AEOG,AEOG-0001,LOC111249817,LOC111266780,maker-scaffold0000004741-augustus-gene-0*17-mRNA-1,LOC100906905,IscW_ISCW017188,LOC107363256,ROOT,GO:0005488
6,AIPR,AIPR-0001,LOC111249818,LOC111271467,maker-scaffold0000002008-augustus-gene-0*45-mRNA-1,LOC100905494,IscW_ISCW004820,LOC107359278,ROOT,GO:0006351;GO:0003676;GO:0003899
6,AISJ,AISJ-0001,LOC111249819,LOC111271576,genemark-scaffold0000000737-processed-gene-0*12-mRNA-1,LOC100902750,IscW_ISCW020841,LOC107362548,ROOT,GO:0070317;GO:0042129;GO:0009909;GO:0042826;GO:0031063;GO:0003682;GO:0005654;GO:0042802;GO:0042742;GO:0000122;GO:0048638
6,ABCJ,ABCJ-0008,LOC111249820,LOC111261897,maker-scaffold0000031256-augustus-gene-0*12-mRNA-1,LOC100904781,IscW_ISCW006471,LOC107371120,ROOT,GO:0005525;GO:0003924;GO:0007165;GO:0016020
6,AGEX,AGEX-0001,LOC111249821,LOC111273004,augustus-scaffold0000011805-processed-gene-0*4-mRNA-1,LOC100902431,IscW_ISCW008295,LOC107369506,ROOT,GO:0048244;GO:0005886;GO:0005515
6,AFHY,AFHY-0001,LOC111249823,LOC111264684,maker-scaffold0000001324-augustus-gene-0*29-mRNA-1,LOC100897593,IscW_ISCW015101,LOC107365009,ROOT,GO:0005829;GO:0016075;GO:0000175;GO:0005654;GO:0043488;GO:0003723;GO:0043928;GO:0071046;GO:0006364;GO:0000178;GO:0034472;GO:0005515
6,AFRC,AFRC-0001,LOC111249827,LOC111263340,maker-scaffold0000015125-augustus-gene-0*82-mRNA-1,LOC100900637,IscW_ISCW021692,LOC107359077,ROOT,GO:0042176;GO:0005488;GO:0000502;GO:0030234
6,AFRD,AFRD-0001,LOC111249828,LOC111267890,maker-scaffold0000003160-augustus-gene-0*5-mRNA-1,LOC100905485,IscW_ISCW001197,LOC107371286,ROOT,GO:0007517;GO:0010564;GO:0048468;GO:0009888;GO:0044087;GO:2000114;GO:0043229;GO:0006950;GO:0050868;GO:1903827;GO:0032420;GO:0051130;GO:0045597;GO:0042221;GO:0005737;GO:1902624;GO:0005886;GO:0071496;GO:0009968;GO:0051234;GO:0005515
6,AESV,AESV-0001,LOC111249830,LOC111267892,augustus-scaffold0000004184-processed-gene-0*1-mRNA-1,LOC100900953,IscW_ISCW020698,LOC107368837,ROOT,GO:0005777
6,ABST,ABST-0002,LOC111249838,LOC111262971,augustus-scaffold0000016953-processed-gene-0*34-mRNA-1,LOC100902520,IscW_ISCW020863,LOC107363639,ROOT,GO:0016021;GO:0007186;GO:0004965
6,ACLZ,ACLZ-0001,LOC111249841,LOC111268644,maker-scaffold0000025516-augustus-gene-0*37-mRNA-1,LOC100903953,IscW_ISCW007193,LOC107366181,ROOT,GO:0048037;GO:0031406;GO:0006103;GO:0001561;GO:0005782;GO:0008198;GO:0048244;GO:0097089;GO:0005739;GO:0006720;GO:0005515
6,ABEI,ABEI-0014,LOC111249842,LOC111264414,maker-scaffold0000029821-augustus-gene-0*70-mRNA-1,LOC100899476,IscW_ISCW023474,LOC107363637,ROOT,GO:0043565;GO:0003700;GO:0006355
6,AHWU,AHWU-0001,LOC111249844,LOC111268986,maker-scaffold0000011741-augustus-gene-0*44-mRNA-1,LOC100898894,IscW_ISCW018735,LOC107367775,ROOT,GO:0005515;GO:0005789;GO:0031648
6,AEJS,AEJS-0001,LOC111249848,LOC111264345,genemark-scaffold0000002215-processed-gene-0*1-mRNA-1,LOC100908136,IscW_ISCW004978,LOC107360127,ROOT,GO:0003700;GO:0006355
6,ABFV,ABFV-0003,LOC111249851,LOC111267493,maker-scaffold0000003590-augustus-gene-0*26-mRNA-1,LOC100897350,IscW_ISCW018288,LOC107360655,ROOT,GO:0016746
